=== PHASE A: Spawning child, writing pattern, sustained hold ===
HOLD 2026-07-30T05:44:52.330477 966, 247.18, 0
4, 195.50, 0
HOLD 2026-07-30T05:44:52.473289 966, 247.16, 0
4, 195.57, 0
HOLD 2026-07-30T05:44:52.754482 966, 247.17, 0
4, 195.58, 0
HOLD 2026-07-30T05:44:52.895811 966, 247.19, 0
4, 195.60, 0
HOLD 2026-07-30T05:44:53.036267 966, 247.22, 0
4, 195.60, 0
HOLD 2026-07-30T05:44:53.177001 966, 247.28, 0
4, 195.57, 0
HOLD 2026-07-30T05:44:53.439696 966, 247.19, 0
4, 195.56, 0
HOLD 2026-07-30T05:44:53.793869 966, 247.13, 0
4, 195.53, 0
HOLD 2026-07-30T05:44:54.082718 966, 247.10, 0
4, 195.51, 0
HOLD 2026-07-30T05:44:54.226830 966, 247.07, 0
4, 195.56, 0
HOLD 2026-07-30T05:44:54.509201 966, 247.17, 0
4, 195.58, 0
HOLD 2026-07-30T05:44:55.247784 966, 247.19, 0
4, 195.61, 0
HOLD 2026-07-30T05:44:55.413569 966, 247.22, 0
4, 195.60, 0
HOLD 2026-07-30T05:44:55.562944 966, 247.26, 0
4, 195.62, 0
HOLD 2026-07-30T05:44:55.848933 966, 247.18, 0
4, 195.57, 0
HOLD 2026-07-30T05:44:55.991271 966, 247.14, 0
4, 195.59, 0
HOLD 2026-07-30T05:44:56.134255 966, 247.14, 0
4, 195.55, 0
HOLD 2026-07-30T05:44:56.274830 966, 247.16, 0
4, 195.55, 0
HOLD 2026-07-30T05:44:56.422121 966, 247.13, 0
4, 195.52, 0
HOLD 2026-07-30T05:44:56.562294 966, 247.13, 0
4, 195.52, 0
HOLD 2026-07-30T05:44:56.709883 966, 247.08, 0
4, 195.56, 0
HOLD 2026-07-30T05:44:56.854862 966, 247.11, 0
4, 195.58, 0
HOLD 2026-07-30T05:44:57.005288 966, 247.12, 0
4, 195.60, 0
HOLD 2026-07-30T05:44:57.150287 966, 247.18, 0
4, 195.59, 0
HOLD 2026-07-30T05:44:57.291488 966, 247.21, 0
4, 195.65, 0
HOLD 2026-07-30T05:44:57.452089 966, 247.22, 0
4, 195.65, 0
HOLD 2026-07-30T05:44:57.593945 966, 247.20, 0
4, 195.60, 0

=== PHASE B: SIGKILL child ===

=== PHASE C: Sustained byte-level residual monitoring (0.1s for 240s) ===
CHECK 2026-07-30T05:45:01.814540 matches=0 nonzero=0 1520, 210.46, 0
4, 197.88, 0
CHECK 2026-07-30T05:45:01.953979 matches=0 nonzero=0 1520, 215.29, 3
4, 198.64, 0
CHECK 2026-07-30T05:45:02.105259 matches=0 nonzero=0 1520, 229.35, 1
4, 199.16, 0
CHECK 2026-07-30T05:45:02.387724 matches=0 nonzero=0 1520, 237.53, 0
4, 199.14, 0
CHECK 2026-07-30T05:45:02.541198 matches=0 nonzero=0 1520, 246.44, 1
4, 199.21, 0
CHECK 2026-07-30T05:45:02.745275 matches=0 nonzero=0 1520, 248.97, 1
4, 199.23, 0
CHECK 2026-07-30T05:45:02.923047 matches=0 nonzero=0 1520, 248.47, 1
4, 198.94, 0
CHECK 2026-07-30T05:45:03.075726 matches=0 nonzero=0 1520, 248.68, 1
4, 198.64, 0
CHECK 2026-07-30T05:45:03.222883 matches=0 nonzero=0 1520, 248.64, 1
4, 198.29, 0
CHECK 2026-07-30T05:45:03.370281 matches=0 nonzero=0 1520, 249.01, 0
4, 197.52, 0
CHECK 2026-07-30T05:45:03.517577 matches=0 nonzero=0 1520, 249.22, 1
4, 196.22, 0
CHECK 2026-07-30T05:45:03.938642 matches=0 nonzero=0 1520, 249.50, 0
4, 195.77, 0
CHECK 2026-07-30T05:45:04.850905 matches=0 nonzero=0 1520, 247.98, 0
4, 195.69, 0
CHECK 2026-07-30T05:45:05.888531 matches=0 nonzero=0 1520, 247.72, 0
4, 195.67, 0
CHECK 2026-07-30T05:45:06.083491 matches=0 nonzero=0 1520, 247.95, 0
4, 195.68, 0
CHECK 2026-07-30T05:45:06.253129 matches=0 nonzero=0 1544, 248.34, 0
4, 195.65, 0
CHECK 2026-07-30T05:45:06.438219 matches=0 nonzero=0 2146, 248.47, 0
4, 195.65, 0
CHECK 2026-07-30T05:45:06.637071 matches=0 nonzero=0 2146, 249.37, 0
4, 195.68, 0
CHECK 2026-07-30T05:45:06.844808 matches=0 nonzero=0 2146, 249.47, 0
26, 195.66, 0
CHECK 2026-07-30T05:45:07.016896 matches=0 nonzero=0 2146, 249.28, 0
630, 199.78, 0
CHECK 2026-07-30T05:45:07.167149 matches=0 nonzero=0 2146, 249.70, 0
630, 210.07, 1
CHECK 2026-07-30T05:45:07.343701 matches=0 nonzero=0 2146, 249.58, 1
630, 220.46, 0
CHECK 2026-07-30T05:45:07.525637 matches=0 nonzero=0 2146, 249.36, 1
630, 230.85, 0
CHECK 2026-07-30T05:45:07.724247 matches=0 nonzero=0 2146, 248.87, 1
630, 241.23, 0
CHECK 2026-07-30T05:45:07.959494 matches=0 nonzero=0 2146, 249.25, 1
630, 248.65, 0
CHECK 2026-07-30T05:45:08.165196 matches=0 nonzero=0 2146, 248.91, 1
630, 248.64, 0
CHECK 2026-07-30T05:45:08.367215 matches=0 nonzero=0 2146, 248.98, 1
630, 248.62, 0
CHECK 2026-07-30T05:45:08.615368 matches=0 nonzero=0 2146, 249.02, 0
630, 248.72, 0
CHECK 2026-07-30T05:45:08.875795 matches=0 nonzero=0 2146, 249.23, 0
630, 248.80, 0
CHECK 2026-07-30T05:45:09.021593 matches=0 nonzero=0 1520, 247.72, 0
4, 248.72, 0
CHECK 2026-07-30T05:45:10.358570 matches=0 nonzero=0 1520, 248.20, 0
4, 248.82, 0
CHECK 2026-07-30T05:45:10.560401 matches=0 nonzero=0 1520, 248.68, 1
4, 248.95, 0
CHECK 2026-07-30T05:45:10.710616 matches=0 nonzero=0 1520, 248.76, 1
4, 248.99, 0
CHECK 2026-07-30T05:45:10.860596 matches=0 nonzero=0 1520, 249.53, 0
4, 249.29, 0
CHECK 2026-07-30T05:45:11.191409 matches=0 nonzero=0 1520, 249.40, 1
4, 249.34, 0
CHECK 2026-07-30T05:45:11.532446 matches=0 nonzero=0 1520, 249.39, 0
4, 249.36, 0
CHECK 2026-07-30T05:45:11.675320 matches=0 nonzero=0 1520, 248.98, 0
4, 238.33, 0
CHECK 2026-07-30T05:45:12.038633 matches=0 nonzero=0 1520, 248.82, 0
4, 227.71, 0
CHECK 2026-07-30T05:45:12.193994 matches=0 nonzero=0 1520, 249.34, 0
4, 222.77, 0
CHECK 2026-07-30T05:45:12.338176 matches=0 nonzero=0 1520, 249.63, 1
4, 208.70, 0
CHECK 2026-07-30T05:45:12.677326 matches=0 nonzero=0 1520, 249.32, 0
4, 199.33, 0
CHECK 2026-07-30T05:45:12.983948 matches=0 nonzero=0 1520, 249.30, 0
4, 198.92, 0
CHECK 2026-07-30T05:45:13.148337 matches=0 nonzero=0 1520, 249.10, 1
4, 198.26, 0
CHECK 2026-07-30T05:45:13.354452 matches=0 nonzero=0 1520, 248.89, 1
4, 197.65, 0
CHECK 2026-07-30T05:45:13.573074 matches=0 nonzero=0 1520, 249.17, 1
4, 197.22, 0
CHECK 2026-07-30T05:45:13.726280 matches=0 nonzero=0 1520, 248.91, 1
4, 196.93, 0
CHECK 2026-07-30T05:45:14.023495 matches=0 nonzero=0 1520, 248.76, 0
4, 196.71, 0
CHECK 2026-07-30T05:45:14.338111 matches=0 nonzero=0 1520, 248.72, 1
4, 196.54, 0
CHECK 2026-07-30T05:45:14.696782 matches=0 nonzero=0 1520, 248.80, 0
4, 196.41, 0
CHECK 2026-07-30T05:45:15.004334 matches=0 nonzero=0 1520, 248.78, 0
4, 196.37, 0
CHECK 2026-07-30T05:45:15.159952 matches=0 nonzero=0 1520, 249.31, 1
4, 196.34, 0
CHECK 2026-07-30T05:45:15.310367 matches=0 nonzero=0 1520, 249.32, 1
4, 196.32, 0
CHECK 2026-07-30T05:45:15.488012 matches=0 nonzero=0 1520, 249.46, 0
4, 196.30, 0
CHECK 2026-07-30T05:45:15.754465 matches=0 nonzero=0 1520, 249.39, 0
4, 196.33, 0
CHECK 2026-07-30T05:45:15.915662 matches=0 nonzero=0 1520, 249.69, 1
4, 196.35, 0
CHECK 2026-07-30T05:45:16.220495 matches=0 nonzero=0 1520, 249.18, 1
4, 196.34, 0
CHECK 2026-07-30T05:45:16.366326 matches=0 nonzero=0 1520, 249.33, 1
4, 196.38, 0
CHECK 2026-07-30T05:45:16.653939 matches=0 nonzero=0 1520, 249.19, 1
4, 196.43, 0
CHECK 2026-07-30T05:45:16.798016 matches=0 nonzero=0 1520, 249.16, 0
4, 196.43, 0
CHECK 2026-07-30T05:45:16.941217 matches=0 nonzero=0 1520, 248.89, 0
4, 196.42, 0
CHECK 2026-07-30T05:45:17.433125 matches=0 nonzero=0 1520, 249.10, 0
4, 196.42, 0
CHECK 2026-07-30T05:45:17.759488 matches=0 nonzero=0 1520, 249.16, 0
4, 196.37, 0
CHECK 2026-07-30T05:45:17.914857 matches=0 nonzero=0 1520, 248.90, 1
4, 196.33, 0
CHECK 2026-07-30T05:45:18.215367 matches=0 nonzero=0 1520, 248.83, 0
4, 196.33, 0
CHECK 2026-07-30T05:45:18.689425 matches=0 nonzero=0 1520, 248.83, 0
4, 196.38, 0
CHECK 2026-07-30T05:45:18.859162 matches=0 nonzero=0 1520, 248.81, 0
4, 196.42, 0
CHECK 2026-07-30T05:45:19.010279 matches=0 nonzero=0 1520, 249.07, 1
4, 196.44, 0
CHECK 2026-07-30T05:45:19.264261 matches=0 nonzero=0 1520, 249.02, 0
4, 196.37, 0
CHECK 2026-07-30T05:45:19.415420 matches=0 nonzero=0 1520, 249.07, 0
4, 196.35, 0
CHECK 2026-07-30T05:45:19.558191 matches=0 nonzero=0 1520, 249.11, 0
4, 196.31, 0
CHECK 2026-07-30T05:45:20.069108 matches=0 nonzero=0 1520, 249.01, 0
4, 196.35, 0
CHECK 2026-07-30T05:45:20.219928 matches=0 nonzero=0 1520, 248.96, 0
4, 196.43, 0
CHECK 2026-07-30T05:45:20.587895 matches=0 nonzero=0 1520, 248.39, 1
4, 196.54, 0
CHECK 2026-07-30T05:45:20.883418 matches=0 nonzero=0 1520, 248.45, 0
4, 196.52, 0
CHECK 2026-07-30T05:45:21.191378 matches=0 nonzero=0 1520, 248.17, 0
4, 196.53, 0
CHECK 2026-07-30T05:45:21.342429 matches=0 nonzero=0 1520, 248.51, 1
4, 196.53, 0
CHECK 2026-07-30T05:45:21.666552 matches=0 nonzero=0 1520, 248.37, 0
4, 196.49, 0
CHECK 2026-07-30T05:45:21.855880 matches=0 nonzero=0 1520, 248.36, 0
4, 196.46, 0
CHECK 2026-07-30T05:45:22.008989 matches=0 nonzero=0 1520, 248.98, 1
4, 196.48, 0
CHECK 2026-07-30T05:45:22.344379 matches=0 nonzero=0 1520, 248.71, 1
4, 196.51, 0
CHECK 2026-07-30T05:45:22.682305 matches=0 nonzero=0 1520, 248.32, 0
4, 196.52, 0
CHECK 2026-07-30T05:45:23.017401 matches=0 nonzero=0 1520, 248.25, 0
4, 196.54, 0
CHECK 2026-07-30T05:45:23.163552 matches=0 nonzero=0 1520, 248.71, 1
4, 196.55, 0
CHECK 2026-07-30T05:45:23.466909 matches=0 nonzero=0 1520, 248.74, 0
4, 196.52, 0
CHECK 2026-07-30T05:45:23.771417 matches=0 nonzero=0 1520, 248.86, 0
4, 196.47, 0
CHECK 2026-07-30T05:45:23.995919 matches=0 nonzero=0 1520, 248.98, 1
4, 196.41, 0
CHECK 2026-07-30T05:45:24.190229 matches=0 nonzero=0 1520, 248.91, 1
4, 196.41, 0
CHECK 2026-07-30T05:45:24.524126 matches=0 nonzero=0 1520, 248.86, 1
4, 196.46, 0
CHECK 2026-07-30T05:45:24.846420 matches=0 nonzero=0 1520, 248.59, 1
4, 196.48, 0
CHECK 2026-07-30T05:45:24.991130 matches=0 nonzero=0 1520, 248.77, 0
4, 196.47, 0
CHECK 2026-07-30T05:45:25.135126 matches=0 nonzero=0 1520, 248.78, 1
4, 196.49, 0
CHECK 2026-07-30T05:45:25.433894 matches=0 nonzero=0 1520, 248.82, 1
4, 196.48, 0
CHECK 2026-07-30T05:45:25.579970 matches=0 nonzero=0 1520, 249.26, 1
4, 196.48, 0
CHECK 2026-07-30T05:45:25.894922 matches=0 nonzero=0 1520, 248.63, 0
4, 196.37, 0
CHECK 2026-07-30T05:45:26.405220 matches=0 nonzero=0 1520, 248.75, 1
4, 196.36, 0
CHECK 2026-07-30T05:45:26.708735 matches=0 nonzero=0 1520, 248.39, 0
4, 196.36, 0
CHECK 2026-07-30T05:45:27.017629 matches=0 nonzero=0 1520, 248.52, 0
4, 196.49, 0
CHECK 2026-07-30T05:45:27.330595 matches=0 nonzero=0 1520, 248.71, 1
4, 196.60, 0
CHECK 2026-07-30T05:45:27.613480 matches=0 nonzero=0 1520, 248.73, 1
4, 196.63, 0
CHECK 2026-07-30T05:45:27.762275 matches=0 nonzero=0 1520, 248.42, 0
4, 196.57, 0
CHECK 2026-07-30T05:45:28.258052 matches=0 nonzero=0 1520, 248.47, 0
4, 196.57, 0
CHECK 2026-07-30T05:45:28.411388 matches=0 nonzero=0 1520, 248.70, 0
4, 196.55, 0
CHECK 2026-07-30T05:45:28.565470 matches=0 nonzero=0 1520, 248.65, 1
4, 196.53, 0
CHECK 2026-07-30T05:45:28.852423 matches=0 nonzero=0 1520, 248.68, 1
4, 196.52, 0
CHECK 2026-07-30T05:45:28.999219 matches=0 nonzero=0 1520, 248.87, 0
4, 196.55, 0
CHECK 2026-07-30T05:45:29.140749 matches=0 nonzero=0 1520, 248.73, 1
4, 196.51, 0
CHECK 2026-07-30T05:45:29.459700 matches=0 nonzero=0 1520, 248.93, 0
4, 196.45, 0
CHECK 2026-07-30T05:45:29.796877 matches=0 nonzero=0 1520, 248.98, 1
4, 196.40, 0
CHECK 2026-07-30T05:45:30.090007 matches=0 nonzero=0 1520, 248.77, 0
4, 196.37, 0
CHECK 2026-07-30T05:45:30.357624 matches=0 nonzero=0 1520, 248.85, 1
4, 196.37, 0
CHECK 2026-07-30T05:45:30.700895 matches=0 nonzero=0 1520, 248.81, 0
4, 196.38, 0
CHECK 2026-07-30T05:45:30.847413 matches=0 nonzero=0 1520, 249.38, 0
4, 196.39, 0
CHECK 2026-07-30T05:45:30.992052 matches=0 nonzero=0 1520, 249.04, 0
4, 196.42, 0
CHECK 2026-07-30T05:45:31.138570 matches=0 nonzero=0 1520, 249.44, 1
4, 196.54, 0
CHECK 2026-07-30T05:45:31.477443 matches=0 nonzero=0 1520, 249.45, 0
4, 196.52, 0
CHECK 2026-07-30T05:45:31.815302 matches=0 nonzero=0 1520, 248.90, 0
4, 196.51, 0
CHECK 2026-07-30T05:45:31.961360 matches=0 nonzero=0 1520, 248.92, 1
4, 196.50, 0
CHECK 2026-07-30T05:45:32.240055 matches=0 nonzero=0 1520, 249.01, 0
4, 196.57, 0
CHECK 2026-07-30T05:45:32.524559 matches=0 nonzero=0 1520, 248.62, 1
4, 196.57, 0
CHECK 2026-07-30T05:45:32.847248 matches=0 nonzero=0 1520, 248.64, 0
4, 196.62, 0
CHECK 2026-07-30T05:45:33.117989 matches=0 nonzero=0 1520, 248.55, 0
4, 196.61, 0
CHECK 2026-07-30T05:45:33.270460 matches=0 nonzero=0 1520, 248.77, 1
4, 196.55, 0
CHECK 2026-07-30T05:45:33.568904 matches=0 nonzero=0 1520, 248.77, 0
4, 196.55, 0
CHECK 2026-07-30T05:45:33.724442 matches=0 nonzero=0 1520, 248.80, 1
4, 196.52, 0
CHECK 2026-07-30T05:45:33.868877 matches=0 nonzero=0 1520, 248.93, 1
4, 196.48, 0
CHECK 2026-07-30T05:45:34.018671 matches=0 nonzero=0 1520, 248.59, 0
4, 196.42, 0
CHECK 2026-07-30T05:45:34.377224 matches=0 nonzero=0 1520, 248.74, 1
4, 196.43, 0
CHECK 2026-07-30T05:45:34.705580 matches=0 nonzero=0 1520, 248.62, 0
4, 196.47, 0
CHECK 2026-07-30T05:45:34.853634 matches=0 nonzero=0 1520, 248.78, 0
4, 196.59, 0
CHECK 2026-07-30T05:45:35.143876 matches=0 nonzero=0 1520, 248.70, 0
4, 196.59, 0
CHECK 2026-07-30T05:45:35.289184 matches=0 nonzero=0 1520, 248.89, 1
4, 196.56, 0
CHECK 2026-07-30T05:45:35.434072 matches=0 nonzero=0 1520, 249.10, 1
4, 196.55, 0
CHECK 2026-07-30T05:45:35.575262 matches=0 nonzero=0 1520, 249.37, 0
4, 196.56, 0
CHECK 2026-07-30T05:45:35.722087 matches=0 nonzero=0 1520, 249.08, 1
4, 196.50, 0
CHECK 2026-07-30T05:45:36.057353 matches=0 nonzero=0 1520, 249.06, 1
4, 196.44, 0
CHECK 2026-07-30T05:45:36.209114 matches=0 nonzero=0 1520, 249.03, 0
4, 196.46, 0
CHECK 2026-07-30T05:45:36.372544 matches=0 nonzero=0 1520, 249.22, 1
4, 196.42, 0
CHECK 2026-07-30T05:45:36.520139 matches=0 nonzero=0 1520, 248.90, 1
4, 196.44, 0
CHECK 2026-07-30T05:45:36.665939 matches=0 nonzero=0 1520, 249.15, 1
4, 196.46, 0
CHECK 2026-07-30T05:45:36.851863 matches=0 nonzero=0 1520, 249.07, 1
4, 196.50, 0
CHECK 2026-07-30T05:45:37.004089 matches=0 nonzero=0 1520, 249.35, 0
4, 196.53, 0
CHECK 2026-07-30T05:45:37.155145 matches=0 nonzero=0 1520, 249.43, 1
4, 196.54, 0
CHECK 2026-07-30T05:45:37.308150 matches=0 nonzero=0 1520, 249.61, 0
4, 196.60, 0
CHECK 2026-07-30T05:45:37.654335 matches=0 nonzero=0 1520, 249.02, 0
4, 196.54, 0
CHECK 2026-07-30T05:45:38.016194 matches=0 nonzero=0 1520, 248.98, 0
4, 196.53, 0
CHECK 2026-07-30T05:45:38.162957 matches=0 nonzero=0 1520, 248.72, 0
4, 196.50, 0
CHECK 2026-07-30T05:45:38.316571 matches=0 nonzero=0 1520, 248.98, 1
4, 196.48, 0
CHECK 2026-07-30T05:45:38.626412 matches=0 nonzero=0 1520, 248.97, 1
4, 196.55, 0
CHECK 2026-07-30T05:45:38.773007 matches=0 nonzero=0 1520, 249.03, 0
4, 196.56, 0
CHECK 2026-07-30T05:45:38.922667 matches=0 nonzero=0 1520, 249.09, 1
4, 196.51, 0
CHECK 2026-07-30T05:45:39.064797 matches=0 nonzero=0 1520, 249.08, 1
4, 196.50, 0
CHECK 2026-07-30T05:45:39.402316 matches=0 nonzero=0 1520, 248.53, 0
4, 196.47, 0
CHECK 2026-07-30T05:45:39.555559 matches=0 nonzero=0 1520, 248.84, 1
4, 196.39, 0
CHECK 2026-07-30T05:45:39.837793 matches=0 nonzero=0 1520, 248.56, 1
4, 196.39, 0
CHECK 2026-07-30T05:45:40.006940 matches=0 nonzero=0 1520, 248.86, 1
4, 196.40, 0
CHECK 2026-07-30T05:45:40.305019 matches=0 nonzero=0 1520, 248.82, 0
4, 196.43, 0
CHECK 2026-07-30T05:45:40.454475 matches=0 nonzero=0 1520, 248.92, 0
4, 196.41, 0
CHECK 2026-07-30T05:45:40.721976 matches=0 nonzero=0 1520, 248.92, 0
4, 196.41, 0
CHECK 2026-07-30T05:45:40.863382 matches=0 nonzero=0 1520, 248.89, 1
4, 196.40, 0
CHECK 2026-07-30T05:45:41.016143 matches=0 nonzero=0 1520, 248.80, 0
4, 196.43, 0
CHECK 2026-07-30T05:45:41.324257 matches=0 nonzero=0 1520, 248.80, 0
4, 196.41, 0
CHECK 2026-07-30T05:45:41.468964 matches=0 nonzero=0 1520, 248.65, 0
4, 196.49, 0
CHECK 2026-07-30T05:45:41.835042 matches=0 nonzero=0 1520, 248.51, 0
4, 196.52, 0
CHECK 2026-07-30T05:45:42.044099 matches=0 nonzero=0 1520, 248.52, 0
4, 196.48, 0
CHECK 2026-07-30T05:45:42.241282 matches=0 nonzero=0 1520, 248.67, 0
4, 196.43, 0
CHECK 2026-07-30T05:45:42.518064 matches=0 nonzero=0 1520, 248.51, 0
4, 196.43, 0
CHECK 2026-07-30T05:45:42.677182 matches=0 nonzero=0 1520, 249.04, 1
4, 196.47, 0
CHECK 2026-07-30T05:45:42.979709 matches=0 nonzero=0 1520, 249.30, 0
4, 196.48, 0
CHECK 2026-07-30T05:45:43.121386 matches=0 nonzero=0 1520, 249.30, 1
4, 196.48, 0
CHECK 2026-07-30T05:45:43.264575 matches=0 nonzero=0 1520, 249.31, 1
4, 196.50, 0
CHECK 2026-07-30T05:45:43.415541 matches=0 nonzero=0 1520, 249.13, 0
4, 196.54, 0
CHECK 2026-07-30T05:45:43.742965 matches=0 nonzero=0 1520, 248.86, 0
4, 196.55, 0
CHECK 2026-07-30T05:45:43.886973 matches=0 nonzero=0 1520, 248.64, 0
4, 196.52, 0
CHECK 2026-07-30T05:45:44.210741 matches=0 nonzero=0 1520, 248.58, 1
4, 196.51, 0
CHECK 2026-07-30T05:45:44.517914 matches=0 nonzero=0 1520, 248.33, 0
4, 196.45, 0
CHECK 2026-07-30T05:45:44.662614 matches=0 nonzero=0 1520, 248.95, 1
4, 196.41, 0
CHECK 2026-07-30T05:45:44.819869 matches=0 nonzero=0 1520, 249.13, 0
4, 196.34, 0
CHECK 2026-07-30T05:45:45.058537 matches=0 nonzero=0 1520, 249.03, 0
4, 196.38, 0
CHECK 2026-07-30T05:45:45.215334 matches=0 nonzero=0 1520, 249.23, 0
4, 196.36, 0
CHECK 2026-07-30T05:45:45.376726 matches=0 nonzero=0 1520, 249.63, 0
4, 196.37, 0
CHECK 2026-07-30T05:45:45.531865 matches=0 nonzero=0 1520, 249.71, 1
4, 196.41, 0
CHECK 2026-07-30T05:45:45.676842 matches=0 nonzero=0 1520, 249.81, 1
4, 196.42, 0
CHECK 2026-07-30T05:45:45.823996 matches=0 nonzero=0 1520, 249.86, 1
4, 196.42, 0
CHECK 2026-07-30T05:45:45.968453 matches=0 nonzero=0 1520, 249.78, 1
4, 196.43, 0
CHECK 2026-07-30T05:45:46.245431 matches=0 nonzero=0 1520, 249.56, 0
4, 196.41, 0
CHECK 2026-07-30T05:45:46.599445 matches=0 nonzero=0 1520, 248.88, 0
4, 196.44, 0
CHECK 2026-07-30T05:45:46.753999 matches=0 nonzero=0 1520, 249.11, 1
4, 196.47, 0
CHECK 2026-07-30T05:45:46.908341 matches=0 nonzero=0 1520, 249.09, 1
4, 196.47, 0
CHECK 2026-07-30T05:45:47.054326 matches=0 nonzero=0 1520, 249.26, 1
4, 196.51, 0
CHECK 2026-07-30T05:45:47.207661 matches=0 nonzero=0 1520, 249.41, 0
4, 196.48, 0
CHECK 2026-07-30T05:45:47.353603 matches=0 nonzero=0 1520, 249.50, 1
4, 196.47, 0
CHECK 2026-07-30T05:45:47.498319 matches=0 nonzero=0 1520, 249.89, 1
4, 196.46, 0
CHECK 2026-07-30T05:45:47.642135 matches=0 nonzero=0 1520, 249.73, 0
4, 196.42, 0
CHECK 2026-07-30T05:45:47.929426 matches=0 nonzero=0 1520, 249.73, 0
4, 196.38, 0
CHECK 2026-07-30T05:45:48.084249 matches=0 nonzero=0 1520, 249.36, 1
4, 196.39, 0
CHECK 2026-07-30T05:45:48.228953 matches=0 nonzero=0 1520, 249.15, 0
4, 196.42, 0
CHECK 2026-07-30T05:45:48.510544 matches=0 nonzero=0 1520, 248.73, 0
4, 196.43, 0
CHECK 2026-07-30T05:45:48.659136 matches=0 nonzero=0 1520, 248.52, 0
4, 196.44, 0
CHECK 2026-07-30T05:45:48.811648 matches=0 nonzero=0 1520, 248.97, 0
4, 196.43, 0
CHECK 2026-07-30T05:45:48.959061 matches=0 nonzero=0 1520, 249.46, 1
4, 196.42, 0
CHECK 2026-07-30T05:45:49.226336 matches=0 nonzero=0 1520, 249.33, 1
4, 196.41, 0
CHECK 2026-07-30T05:45:49.370332 matches=0 nonzero=0 1520, 249.62, 0
4, 196.48, 0
CHECK 2026-07-30T05:45:49.518384 matches=0 nonzero=0 1520, 249.73, 1
4, 196.45, 0
CHECK 2026-07-30T05:45:49.658984 matches=0 nonzero=0 1520, 249.78, 1
4, 196.45, 0
CHECK 2026-07-30T05:45:49.806543 matches=0 nonzero=0 1520, 249.37, 1
4, 196.43, 0
CHECK 2026-07-30T05:45:49.951412 matches=0 nonzero=0 1520, 249.40, 1
4, 196.41, 0
CHECK 2026-07-30T05:45:50.098626 matches=0 nonzero=0 1520, 249.77, 1
4, 196.43, 0
CHECK 2026-07-30T05:45:50.352206 matches=0 nonzero=0 1520, 249.53, 0
4, 196.44, 0
CHECK 2026-07-30T05:45:50.496114 matches=0 nonzero=0 1520, 249.64, 1
4, 196.37, 0
CHECK 2026-07-30T05:45:50.786249 matches=0 nonzero=0 1520, 249.47, 0
4, 196.34, 0
CHECK 2026-07-30T05:45:50.929950 matches=0 nonzero=0 1520, 249.41, 1
4, 196.36, 0
CHECK 2026-07-30T05:45:51.073812 matches=0 nonzero=0 1520, 249.59, 1
4, 196.30, 0
CHECK 2026-07-30T05:45:51.219022 matches=0 nonzero=0 1520, 249.19, 1
4, 196.31, 0
CHECK 2026-07-30T05:45:51.359724 matches=0 nonzero=0 1520, 249.80, 0
4, 196.32, 0
CHECK 2026-07-30T05:45:51.507259 matches=0 nonzero=0 1520, 249.99, 1
4, 196.34, 0
CHECK 2026-07-30T05:45:51.650348 matches=0 nonzero=0 1520, 249.72, 1
4, 196.40, 0
CHECK 2026-07-30T05:45:51.795753 matches=0 nonzero=0 1520, 249.81, 0
4, 196.42, 0
CHECK 2026-07-30T05:45:51.940579 matches=0 nonzero=0 1520, 249.92, 1
4, 196.43, 0
CHECK 2026-07-30T05:45:52.082328 matches=0 nonzero=0 1520, 249.49, 1
4, 196.50, 0
CHECK 2026-07-30T05:45:52.344555 matches=0 nonzero=0 1520, 248.92, 0
4, 196.49, 0
CHECK 2026-07-30T05:45:52.486115 matches=0 nonzero=0 1520, 248.51, 1
4, 196.47, 0
CHECK 2026-07-30T05:45:52.628778 matches=0 nonzero=0 1520, 248.59, 1
4, 196.42, 0
CHECK 2026-07-30T05:45:52.769308 matches=0 nonzero=0 1520, 248.63, 1
4, 196.43, 0
CHECK 2026-07-30T05:45:53.120842 matches=0 nonzero=0 1520, 248.64, 0
4, 196.41, 0
CHECK 2026-07-30T05:45:53.270800 matches=0 nonzero=0 1520, 248.73, 1
4, 196.41, 0
CHECK 2026-07-30T05:45:53.440107 matches=0 nonzero=0 1520, 248.72, 1
4, 196.43, 0
CHECK 2026-07-30T05:45:53.581548 matches=0 nonzero=0 1520, 248.72, 1
4, 196.41, 0
CHECK 2026-07-30T05:45:53.922391 matches=0 nonzero=0 1520, 248.65, 0
4, 196.42, 0
CHECK 2026-07-30T05:45:54.065028 matches=0 nonzero=0 1520, 248.77, 0
4, 196.44, 0
CHECK 2026-07-30T05:45:54.208980 matches=0 nonzero=0 1520, 248.78, 1
4, 196.45, 0
CHECK 2026-07-30T05:45:54.353462 matches=0 nonzero=0 1520, 249.05, 1
4, 196.50, 0
CHECK 2026-07-30T05:45:54.609769 matches=0 nonzero=0 1520, 248.57, 1
4, 196.46, 0
CHECK 2026-07-30T05:45:54.751887 matches=0 nonzero=0 1520, 248.67, 1
4, 196.47, 0
CHECK 2026-07-30T05:45:54.897705 matches=0 nonzero=0 1520, 249.29, 0
4, 196.45, 0
CHECK 2026-07-30T05:45:55.259163 matches=0 nonzero=0 1520, 249.27, 0
4, 196.40, 0
CHECK 2026-07-30T05:45:55.411140 matches=0 nonzero=0 1520, 249.45, 0
4, 196.35, 0
CHECK 2026-07-30T05:45:55.557382 matches=0 nonzero=0 1520, 249.70, 1
4, 196.32, 0
